id,level_id,"display_name","field",is_tag,is_value,in_library,is_del,"created_at","updated_at"
190,5,"月发电量","energy_sum_month",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
191,5,"日发电量","energy_sum_day",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
192,5,"输入功率","power_in",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
193,5,"输出功率","power_out",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
194,5,"转换效率","efficiency",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
195,5,"总有功功率","active_power_all",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
196,5,"总无功功率","reactive_power_all",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
197,5,"总功率因数","cos_all",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
198,5,"总输出电流A","i_a",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
199,5,"总输出电流B","i_b",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
200,5,"总输出电流C","i_c",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
201,5,"电网线电压AB","u_ab",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
202,5,"电网线电压BC","u_bc",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
203,5,"电网线电压CA","u_ca",0,1,0,0,"2017-04-11 18:02:30","2017-04-11 18:02:30"
204,7,"所属区域","area",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
205,7,"一次侧功率因数","cos_1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
206,7,"二次侧功率因数","cos_2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
207,7,"输出累计电量","energy_sum_all",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
208,7,"输入累计电量","energy_sum_all_in",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
209,7,"日发电量","energy_sum_day",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
210,7,"月发电量","energy_sum_month",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
211,7,"年发电量","energy_sum_year",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
212,7,"一次侧频率","frequency_1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
213,7,"二次侧频率","frequency_2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
214,7,"一次侧A相电流","i_1a",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
215,7,"一次侧B相电流","i_1b",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
216,7,"一次侧C相电流","i_1c",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
217,7,"一次侧零线电流","i_1o",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
218,7,"二次侧A相电流","i_2a",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
219,7,"二次侧B相电流","i_2b",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
220,7,"二次侧C相电流","i_2c",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
221,7,"二次侧零线电流","i_2o",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
222,7,"编号","id",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
223,7,"一次侧有功功率","p_1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
224,7,"二次侧有功功率","p_2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
225,7,"输入功率","power_in",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
226,7,"输出功率","power_out",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
227,7,"转换效率","privateFloatefficiency",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
228,7,"所属项目","project_name",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
229,7,"一次侧无功功率","q_1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
230,7,"二次侧无功功率","q_2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
231,7,"一次侧无功电量累计值","reactiveenergy_sum_all_1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
232,7,"二次侧无功电量累计值","reactiveenergy_sum_all_2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
